AÑO,MES,DIA,DPA_PROVIN,DPA_DESPRO,DPA_CANTON,DPA_DESCAN,DPA_PARR_1,DPA_DESP_1,longitud,latitud,X,Y,No.,Codigo en,Fuente Sec,Fuente Pri,EVENTO,SUBCATEGOR,CAUSA/DISP,Descripcio,SECTOR / B,OBSERVACIO,GRAVEDAD,Intensidad,Notas,# Muertos,#Heridos,#Desaparec,#Damnifica
1961,10,25,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.48515,-0.20961,779929,9976809,321,Peltre_321,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Floresta/Vicentina,Inundaciones y daños en el norte de Quito,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,25,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.49025,-0.20067,779361,9977799,322,Peltre_322,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Colón,"Inundaciones y daños en el norte de Quito, Edificio Baca Juan León Mera","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,25,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.49328,-0.20514,779023,9977304,323,Peltre_323,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Mariscal Sucre,"Inundaciones y daños en el norte de Quito, zonas Reina Victoria y Carrión, Av. 9 de Octubre y Valdivia","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,25,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.49765,-0.19176,778537,9978784,324,Peltre_324,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Belisario Quevedo/Selva Alegre,"Inundaciones y daños en el norte de Quito, Las Casas, Av. América","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,26,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.48515,-0.20961,779929,9976809,325,Peltre_325,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Floresta/Vicentina,"Inundaciones y daños en La Floresta, La Vicentina y Av. 12 de Octubre","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,26,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.50773,-0.19365,777414,9978575,326,Peltre_326,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Miraflores,"Inundaciones y daños en el norte de la ciudad, especialmente barrio Pambachupa, quebrada asociada Pambachupa","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,26,P17,PICHINCHA,C1701,QUITO,PR170101,BELISARIO QUEVEDO,-78.49596,-0.18808,778725,9979192,327,Peltre_327,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Belisario Quevedo,"Inundaciones y daños en el norte de la ciudad, especialmente Av. Colón, Las Casas, América y 10 de Agosto","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,26,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.49197,-0.20554,779169,9977260,328,Peltre_328,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Mariscal Sucre,"Inundaciones y daños en el norte de la ciudad, especialmente en la Av. 6 de Diciembre","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,10,26,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.50203,-0.20381,778048,9977451,329,Peltre_329,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Larrea y Mariscal Sucre,"Inundaciones y daños en el norte de la ciudad, especialmente Av. Patria, Bolivia y América","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,11,1,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.50874,-0.25251,777300,9972064,330,Peltre_330,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Lulucoto/Chiriyacu,"Inundaciones y daños en el sur de la ciudad, sectores Luluncoto, Chiriyacu Alto, y calle Maldonado","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1961,11,1,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.52775,-0.22574,775183,9975026,331,Peltre_331,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Magdalena/La Colmena,Inundaciones y daños al sur,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1962,2,14,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51545,-0.22573,776553,9975026,332,Peltre_332,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Centro de Quito,Inundaciones y daños en el centro de la ciudad,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1962,3,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51095,-0.22078,777055,9975574,333,Peltre_333,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Centro de Quito,Inundaciones y daños en la calle Guayaquil,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1962,3,24,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52257,-0.23538,775760,9973959,334,Peltre_334,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Dos Puentes,Daños e inundaciones en la calle Necochea,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1962,3,24,P17,PICHINCHA,C1701,QUITO,PR170117,LA CONCEPCION,-78.49079,-0.15179,779301,9983206,335,Peltre_335,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Aeropuerto,"Daños e inundaciones en la zona norte, terminal aéreo, quebrada al norte de Textiles San Vicente Yacupungru o Las Delicias","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1962,3,24,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.48664,-0.20243,779763,9977604,336,Peltre_336,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Iñaquito,"Daños e inundaciones en la zona norte Av. 6 de Diciembre, Los Sauces, camino de El Inca, quebradas asociadas Rosario y Seca","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1962,3,24,P17,PICHINCHA,C1701,QUITO,PR170117,LA CONCEPCION,-78.4877,-0.15951,779645,9982352,337,Peltre_337,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Chaupicruz,"Daños e inundaciones en la zona norte, Av. de la Prensa, Panamericana, quebradas asociadas Caicedo y Runachanga","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1962,4,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.50844,-0.22331,777334,9975294,338,Peltre_338,Peltre 1989,El Comercio,Inundacion,,Lluvia,"Precipitación de 31.8 mm, acumulación de hasta 5 metros de granizo en barrios inclinados",Calle Espejo y Plaza La Marín,"Tempestad de granizo causó grandes pérdidas, zona más afectada, barrios inclinados donde se acumulan 5 m de granizo, las casas están bajo el nivel de la calle. Calle Espejo y relleno La Marín","1.  existencia de muertos y heridos, daños materiales importantes",3,,0,0,0,0
1962,11,27,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.5084,-0.22208,777339,9975430,339,Peltre_339,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvias con granizo,Plaza La Marín,"Destrozos por lluvia y granizo en la zona central, quebrada asociada La Marín","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1962,11,27,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.52503,-0.22078,775486,9975574,340,Peltre_340,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvias con granizo,San Roque/La Libertad,"Destrozos por lluvia y granizo en la zona central en la zona central La Libertad, San Diego","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1962,11,27,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.52385,-0.23161,775618,9974376,341,Peltre_341,Pullas&Robalino basado en Peltre 1989,El Comercio,Aluvión,,Lluvia,Lluvias intensas,Dos Puentes,"Arrastre de lodo, basura y tierra en barrios suroccidentales, calles Bahía y Miller más afectados","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1962,11,30,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.51995,-0.25964,776052,9971275,342,Peltre_342,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Chiriyacu/Ferroviaria,"Daños en los barrios Chiriyacu, Camal, Ferroviaria Baja, calle Maldonado, Av. Napo y Los Andes","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1962,11,30,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51142,-0.23204,777002,9974328,343,Peltre_343,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Recoleta,Daños,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1963,1,14,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51343,-0.21958,776779,9975707,344,Peltre_344,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Centro de Quito,"Inundaciones por fuerte lluvia en las calles Venezuela y Chile, Cuenca y Mideros, Cuenca y Chile, Benalcázar, Ipiales, Plaza de la Merced, Colegio La Providencia","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1963,1,14,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51279,-0.22369,776850,9975252,345,Peltre_345,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Santo Domingo,"Inundaciones por fuerte lluvia en las calles Espejo y Junín, esquina de la Comandancia de Policia","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1963,1,14,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.504,-0.22208,777829,9975430,346,Peltre_346,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Tola,Inundaciones por fuerte lluvia en la calle Valparaíso,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1963,1,22,P17,PICHINCHA,C1701,QUITO,PR170113,ITCHIMBIA,-78.50471,-0.22583,777750,9975015,347,Peltre_347,Pullas&Robalino basado en Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,Infiltraciones de un canal de agua y constantes y fuertes lluvias,La Tola (vert. Occid del Ichimbia),"Caída de un muro y parte de una casa , 5 muertos localizada en la calle Valparaiso y Don Bosco","1.  existencia de muertos y heridos, daños materiales importantes",3,,5,0,0,0
1963,1,19,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.51054,-0.20922,777100,9976853,348,Peltre_348,Pullas&Robalino basado en Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,Lluvias torrencial,"San Juan, calle Montevideo","Desplome de peña sobre una casa, 4 muertos por torrencial aguacero, localizado en el barrio Independencia, detrás de San Juan","1.  existencia de muertos y heridos, daños materiales importantes",3,,4,0,0,0
1963,9,16,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51023,-0.21989,777135,9975672,349,Peltre_349,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvia torrencial,Centro de Quito,"Torrencial lluvia, produjo inundaciones en el sector central, especialmente en las calles Guayaquil, Mejía y Olmedo. Derrumbe además del techo del tiempo de la Ferroviaria","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1963,11,2,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.50895,-0.22396,777277,9975222,350,Peltre_350,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Centro de Quito,"Inundaciones por lluvia en el Colegio Rumipamba, calles Almeida y Junín","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1963,11,2,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.51852,-0.23779,776211,9973692,351,Peltre_351,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Santa Ana,Inundaciones por lluvias,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1963,11,2,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.48532,-0.20887,779910,9976891,352,Peltre_352,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Floresta,Inundaciones por lluvias en la calle Madrid,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1964,4,2,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51334,-0.22563,776788,9975037,353,Peltre_353,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvias esporádicas,La Ronda,Lluvias esporádicas,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1964,11,25,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.48682,-0.18243,779743,9979817,354,Peltre_354,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvia intensa acompañada de desbordamiento quebrada El Batán,La Carolina/Bellavista,Inundaciones en el norte por tempestad,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1964,11,25,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.48642,-0.20218,779787,9977631,355,Peltre_355,Peltre 1989,El Comercio,Inundacion,,Lluvia,Tempestad,Mariscal Sucre,Inundaciones en el norte por tempestad Av. 6 de Diciembre y Colón,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1964,11,25,P17,PICHINCHA,C1701,QUITO,PR170127,RUMIPAMBA,-78.49389,-0.17673,778956,9980447,356,Peltre_356,Peltre 1989,El Comercio,Inundacion,,Lluvia,Tempestad,Rumipamba/Chuapicruz,"Inundaciones en el norte por tempestad en Av. 10 de Agosto y Santa Marianita, sector La Y","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1965,3,15,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51106,-0.22089,777042,9975562,357,Peltre_357,Peltre 1989,El Comercio,Inundacion,,Lluvia,Fuerte Lluvia,Centro de Quito,"Inundaciones por fuerte lluvia, especialmentte en la calle Guayaquil y Plaza del Teatro","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1965,4,6,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51192,-0.21657,776947,9976040,358,Peltre_358,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Centro de Quito,"Inundaciones por lluvia en el centro en las calles Manabí y Cuenca, Cuenca y Mideros","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,4,6,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51526,-0.22436,776575,9975178,359,Peltre_359,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Venezuela y Av. 24 de mayo,"Inundaciones por lluvia en el centro, calles Venezuela y Av. 24 de Mayo, Pasaje Hermano Miguel, quebrada asociada Jerusalem","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,4,8,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.52671,-0.22543,775299,9975060,360,Peltre_360,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Calle Cestaris,Inundaciones por lluvia al norte de la ciudad,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,4,15,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.5145,-0.21944,776659,9975722,361,Peltre_361,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvias estacionales,Calles Cuenca y Mideros,Daños e inundaciones por torrencial lluvia durante 8 días consecutivos,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,4,15,P17,PICHINCHA,C1701,QUITO,PR170130,SAN JUAN,-78.51007,-0.21568,777153,9976138,362,Peltre_362,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvias estacionales,Calles Benalcázar y Oriente,Daños e inundaciones por torrencial lluvia durante 8 días consecutivos,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,4,15,P17,PICHINCHA,C1701,QUITO,PR170109,CHIMBACALLE,-78.51278,-0.23777,776850,9973694,363,Peltre_363,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvias estacionales,Alpahuasi/Ciudadela Mexico,Daños e inundaciones por torrencial lluvia durante 8 días consecutivos,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,4,15,P17,PICHINCHA,C1701,QUITO,PR170119,LA FERROVIARIA,-78.5164,-0.25753,776447,9971508,364,Peltre_364,Peltre 1989,El Comercio,Inundacion,,Lluvia,Lluvias estacionales,Chiriyacu/Ferroviaria,Daños e inundaciones por torrencial lluvia durante 8 días consecutivos,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,4,30,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.47659,-0.17734,780882,9980380,365,Peltre_365,Peltre 1989,El Comercio,Inundacion,,Lluvia,,El Batán,"Inundaciones y daños por lluvia en el sector del estadio olímpico, calle Turquía, quebrada ciudadela Boeja","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1965,5,1,P17,PICHINCHA,C1701,QUITO,PR170112,IÑAQUITO,-78.46137,-0.16256,782578,9982015,366,Peltre_366,Pullas&Robalino basado en Peltre 1989,El Comercio,Aluvión,,Lluvia,,El Batán,"Inundaciones y daños por acumulación de lodo y materiales en barrios El Batán y Lafarge, quebrada contigua a la urbanziación Boeja","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,5,1,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.47123,-0.16642,781480,9981587,367,Peltre_367,Pullas&Robalino basado en Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,,El Batán,"Caída de puente Av. 6 de Diciembre y Los Sauces, Camino al Inca","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,5,14,P17,PICHINCHA,C1701,QUITO,PR170104,COCHAPAMBA,-78.50636,-0.14878,777567,9983540,368,Peltre_368,Pullas&Robalino basado en Peltre 1989,El Comercio,Aluvión,,Lluvia,"Desborde de acequia El Sombrero, lluvias constantes, aguas descendieron más de 3km","Cochapamba, barrio Andalucia",Las aguas descendieron más de 3 km arrastrando gran cantidad de materiales,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1965,5,22,P17,PICHINCHA,C1701,QUITO,PR170109,CHIMBACALLE,-78.51995,-0.25044,776052,9972293,369,Peltre_369,Peltre 1989,El Comercio,Inundacion,,Lluvia,"Torrencial aguacero, nivel de agua alcanzó hasta 3 metros",Chiriyacu/El Camal,"Daños, muertos e inundaciones por torrencial aguacero. Afectados barrios surorientales; nivel de agua alcanzó 3 m de altura en las calles Andrés Pérez y Gonzalo Martín, Guaberto Pérez, Alpahuasi y D. de Osorio, Maldonado y Alfaro, El Camal","1.  existencia de muertos y heridos, daños materiales importantes",3,,5,0,0,0
1965,10,1,P17,PICHINCHA,C1701,QUITO,PR170104,COCHAPAMBA,-78.50485,-0.12354,777735,9986332,370,Peltre_370,Peltre 1989,El Comercio,Inundacion,,Lluvia,Torrencial aguacero,Cotocollao,Daños e inundaciones,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1965,10,18,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52217,-0.24439,775804,9972962,371,Peltre_371,Peltre 1989,El Comercio,Inundacion,,Lluvia,Violentos aguaceros,Chimbacalle/Villa Flora,Inundaciones en Chimbacalle y Villa Flora por violentos aguaceros,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1965,11,10,P17,PICHINCHA,C1701,QUITO,PR170120,LA LIBERTAD,-78.52831,-0.22522,775121,9975083,372,Peltre_372,Pullas&Robalino basado en Peltre 1989,El Comercio,Movimiento en Masa,Derrumbe,Lluvia,Filtraciones por lluvia constante,"Colmena, Barrio Santa Lucia","1945? Derrumbe de peña, 4 muertos, a causa de filtraciones por lluvia constante en el sector La Colmena","1.  existencia de muertos y heridos, daños materiales importantes",3,,4,0,0,0
1965,11,10,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52217,-0.24439,775804,9972962,373,Peltre_373,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Chimbacalle,1945? Inundaciones en la zona sur Villaflora,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1965,11,10,P17,PICHINCHA,C1701,QUITO,PR170121,LA MAGDALENA,-78.52718,-0.24208,775246,9973218,374,Peltre_374,Peltre 1989,El Comercio,Inundacion,,Lluvia,,La Magdalena,1945? Inundaciones en La Magdalena,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1966,3,9,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.47887,-0.15574,780629,9982769,375,Peltre_375,Peltre 1989,El Comercio,Inundacion,,Lluvia,,El Inca,Inundaciones por lluvias en la Av. El Inca especialmente,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1966,4,27,P17,PICHINCHA,C1701,QUITO,PR170106,COTOCOLLAO,-78.49498,-0.11565,778835,9987205,376,Peltre_376,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Cotocollao,Inundaciones especialmente en las calles Juan Figueroa y 25 de Mayo,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
1966,5,18,P17,PICHINCHA,C1701,QUITO,PR170123,MARISCAL SUCRE,-78.48515,-0.2096,779929,9976810,377,Peltre_377,Peltre 1989,El Comercio,Inundacion,,Lluvia,Torrencial aguacero acompañado de granizo,La Floresta y alrededores,Inundaciones y daños por aguacero y granizada en el norte de las ciudad,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1966,5,18,P17,PICHINCHA,C1701,QUITO,PR170114,JIPIJAPA,-78.47946,-0.15681,780563,9982651,378,Peltre_378,Peltre 1989,El Comercio,Inundacion,,Lluvia,Torrencial aguacero acompañado de granizo,El Inca,Inundaciones y daños por aguacero y granizada en el norte de las ciudad,"2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
1966,5,24,P17,PICHINCHA,C1701,QUITO,PR170103,CENTRO HISTORICO,-78.51931,-0.23461,776123,9974044,379,Peltre_379,Peltre 1989,El Comercio,Inundacion,,Lluvia,,Dos Puentes,Inundaciones en Av. 5 de Junio,"3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
